x,y,prob
0.00502513,0.527638,0.22151
0.00502513,0.532663,0.242826
0.00502513,0.537688,0.265494
0.00502513,0.542714,0.289469
0.00502513,0.547739,0.314682
0.00502513,0.552764,0.341036
0.00502513,0.557789,0.368411
0.00502513,0.562814,0.396661
0.00502513,0.567839,0.425618
0.00502513,0.572864,0.455093
0.00502513,0.577889,0.484887
0.00502513,0.582915,0.514789
0.00502513,0.58794,0.544585
0.00502513,0.592965,0.574065
0.00502513,0.59799,0.603028
0.00502513,0.603015,0.631287
0.00502513,0.60804,0.658672
0.00502513,0.613065,0.685039
0.00502513,0.61809,0.710264
0.00502513,0.623116,0.734253
0.00502513,0.628141,0.756936
0.00502513,0.633166,0.778267
0.00502513,0.638191,0.798225
0.00502513,0.643216,0.816809
0.00502513,0.648241,0.834038
0.00502513,0.653266,0.849944
0.00502513,0.658291,0.864573
0.00502513,0.663317,0.877981
0.00502513,0.668342,0.89023
0.00502513,0.673367,0.901387
0.00502513,0.678392,0.911523
0.00502513,0.683417,0.920709
0.00502513,0.688442,0.929015
0.00502513,0.693467,0.936511
0.00502513,0.698492,0.943264
0.00502513,0.703518,0.949338
0.00502513,0.708543,0.954792
0.00502513,0.713568,0.959684
0.00502513,0.718593,0.964067
0.00502513,0.723618,0.967989
0.00502513,0.728643,0.971496
0.00502513,0.733668,0.974629
0.00502513,0.738693,0.977425
0.00502513,0.743719,0.979919
0.00502513,0.748744,0.982143
0.00502513,0.753769,0.984125
0.00502513,0.758794,0.98589
0.00502513,0.763819,0.987461
0.00502513,0.768844,0.988859
0.00502513,0.773869,0.990103
0.00502513,0.778894,0.991209
0.00502513,0.78392,0.992193
0.00502513,0.788945,0.993067
0.00502513,0.79397,0.993844
0.00502513,0.798995,0.994534
0.00502513,0.80402,0.995148
0.00502513,0.809045,0.995692
0.00502513,0.81407,0.996176
0.00502513,0.819095,0.996606
0.00502513,0.824121,0.996988
0.00502513,0.829146,0.997326
0.00502513,0.834171,0.997627
0.00502513,0.839196,0.997894
0.00502513,0.844221,0.998131
0.00502513,0.849246,0.998342
0.00502513,0.854271,0.998528
0.00502513,0.859296,0.998694
0.00502513,0.864322,0.998841
0.00502513,0.869347,0.998972
0.00502513,0.874372,0.999088
0.00502513,0.879397,0.99919
0.00502513,0.884422,0.999282
0.00502513,0.889447,0.999363
0.00502513,0.894472,0.999434
0.00502513,0.899497,0.999498
0.00502513,0.904523,0.999555
0.00502513,0.909548,0.999605
0.00502513,0.914573,0.999649
0.00502513,0.919598,0.999689
0.00502513,0.924623,0.999724
0.00502513,0.929648,0.999755
0.00502513,0.934673,0.999783
0.00502513,0.939698,0.999807
0.00502513,0.944724,0.999829
0.00502513,0.949749,0.999848
0.00502513,0.954774,0.999865
0.00502513,0.959799,0.999881
0.00502513,0.964824,0.999894
0.00502513,0.969849,0.999906
0.00502513,0.974874,0.999917
0.00502513,0.979899,0.999926
0.00502513,0.984925,0.999934
0.00502513,0.98995,0.999942
0.00502513,0.994975,0.999948
0.00502513,1,0.999942
0.0100503,0,1.53279e-06
0.0100503,0.00502513,1.56796e-06
0.0100503,0.0100503,1.60394e-06
0.0100503,0.0150754,1.64074e-06
0.0100503,0.0201005,1.81195e-06
0.0100503,0.0251256,2.04224e-06
0.0100503,0.0301508,2.30179e-06
0.0100503,0.0351759,2.59434e-06
0.0100503,0.040201,2.92406e-06
0.0100503,0.0452261,3.29569e-06
0.0100503,0.0502513,3.71454e-06
0.0100503,0.0552764,4.18664e-06
0.0100503,0.0603015,4.71873e-06
0.0100503,0.0653266,5.31844e-06
0.0100503,0.0703518,5.99438e-06
0.0100503,0.0753769,6.75622e-06
0.0100503,0.080402,7.61488e-06
0.0100503,0.0854271,8.58268e-06
0.0100503,0.0904523,9.67347e-06
0.0100503,0.0954774,1.09029e-05
0.0100503,0.100503,1.22886e-05
0.0100503,0.105528,1.38503e-05
0.0100503,0.110553,1.56106e-05
0.0100503,0.115578,1.75946e-05
0.0100503,0.120603,1.98307e-05
0.0100503,0.125628,2.2351e-05
0.0100503,0.130653,2.51915e-05
0.0100503,0.135678,2.83931e-05
0.0100503,0.140704,3.20016e-05
0.0100503,0.145729,3.60686e-05
0.0100503,0.150754,4.06525e-05
0.0100503,0.155779,4.5819e-05
0.0100503,0.160804,5.1642e-05
0.0100503,0.165829,5.82049e-05
0.0100503,0.170854,6.56019e-05
0.0100503,0.175879,7.39389e-05
0.0100503,0.180905,8.33353e-05
0.0100503,0.18593,9.39256e-05
0.0100503,0.190955,0.000105862
0.0100503,0.19598,0.000119314
0.0100503,0.201005,0.000134476
0.0100503,0.20603,0.000151565
0.0100503,0.211055,0.000170825
0.0100503,0.21608,0.000192531
0.0100503,0.221106,0.000216995
0.0100503,0.226131,0.000244567
0.0100503,0.231156,0.000275641
0.0100503,0.236181,0.000310663
0.0100503,0.241206,0.000350132
0.0100503,0.246231,0.000394614
0.0100503,0.251256,0.000444745
0.0100503,0.256281,0.00050124
0.0100503,0.261307,0.000564909
0.0100503,0.266332,0.000636659
0.0100503,0.271357,0.000717516
0.0100503,0.276382,0.000808634
0.0100503,0.281407,0.000911312
0.0100503,0.286432,0.00102702
0.0100503,0.291457,0.00115739
0.0100503,0.296482,0.0013043
0.0100503,0.301508,0.00146982
0.0100503,0.306533,0.00165632
0.0100503,0.311558,0.00186643
0.0100503,0.316583,0.00210314
0.0100503,0.321608,0.0023698
0.0100503,0.326633,0.00267018
0.0100503,0.331658,0.00300853
0.0100503,0.336683,0.00338959
0.0100503,0.341709,0.00381874
0.0100503,0.346734,0.00430199
0.0100503,0.351759,0.0048461
0.0100503,0.356784,0.00545865
0.0100503,0.361809,0.00614814
0.0100503,0.366834,0.00692412
0.0100503,0.371859,0.00779726
0.0100503,0.376884,0.00877954
0.0100503,0.38191,0.00988434
0.0100503,0.386935,0.0111266
0.0100503,0.39196,0.012523
0.0100503,0.396985,0.0140922
0.0100503,0.40201,0.0158548
0.0100503,0.407035,0.0178339
0.0100503,0.41206,0.020055
0.0100503,0.417085,0.0225464
0.0100503,0.422111,0.0253393
0.0100503,0.427136,0.0284681
0.0100503,0.432161,0.0319705
0.0100503,0.437186,0.0358879
0.0100503,0.442211,0.0402654
0.0100503,0.447236,0.0451518
0.0100503,0.452261,0.0505999
0.0100503,0.457286,0.0566664
0.0100503,0.462312,0.0634116
0.0100503,0.467337,0.0708995
0.0100503,0.472362,0.0791967
0.0100503,0.477387,0.0883726
0.0100503,0.482412,0.0984978
0.0100503,0.487437,0.109644
0.0100503,0.492462,0.12188
0.0100503,0.497487,0.135275
0.0100503,0.502513,0.149891
0.0100503,0.507538,0.165783
0.0100503,0.512563,0.182997
0.0100503,0.517588,0.201566
0.0100503,0.522613,0.22151
0.0100503,0.527638,0.242826
0.0100503,0.532663,0.265494
0.0100503,0.537688,0.289469
0.0100503,0.542714,0.314682
0.0100503,0.547739,0.341036
0.0100503,0.552764,0.368411
0.0100503,0.557789,0.396661
0.0100503,0.562814,0.425618
0.0100503,0.567839,0.455093
0.0100503,0.572864,0.484887
0.0100503,0.577889,0.514789
0.0100503,0.582915,0.544585
0.0100503,0.58794,0.574065
0.0100503,0.592965,0.603028
0.0100503,0.59799,0.631287
0.0100503,0.603015,0.658672
0.0100503,0.60804,0.685039
0.0100503,0.613065,0.710264
0.0100503,0.61809,0.734253
0.0100503,0.623116,0.756936
0.0100503,0.628141,0.778267
0.0100503,0.633166,0.798225
0.0100503,0.638191,0.816809
0.0100503,0.643216,0.834038
0.0100503,0.648241,0.849944
0.0100503,0.653266,0.864573
0.0100503,0.658291,0.877981
0.0100503,0.663317,0.89023
0.0100503,0.668342,0.901387
0.0100503,0.673367,0.911523
0.0100503,0.678392,0.920709
0.0100503,0.683417,0.929015
0.0100503,0.688442,0.936511
0.0100503,0.693467,0.943264
0.0100503,0.698492,0.949338
0.0100503,0.703518,0.954792
0.0100503,0.708543,0.959684
0.0100503,0.713568,0.964067
0.0100503,0.718593,0.967989
0.0100503,0.723618,0.971496
0.0100503,0.728643,0.974629
0.0100503,0.733668,0.977425
0.0100503,0.738693,0.979919
0.0100503,0.743719,0.982143
0.0100503,0.748744,0.984125
0.0100503,0.753769,0.98589
0.0100503,0.758794,0.987461
0.0100503,0.763819,0.988859
0.0100503,0.768844,0.990103
0.0100503,0.773869,0.991209
0.0100503,0.778894,0.992193
0.0100503,0.78392,0.993067
0.0100503,0.788945,0.993844
0.0100503,0.79397,0.994534
0.0100503,0.798995,0.995148
0.0100503,0.80402,0.995692
0.0100503,0.809045,0.996176
0.0100503,0.81407,0.996606
0.0100503,0.819095,0.996988
0.0100503,0.824121,0.997326
0.0100503,0.829146,0.997627
0.0100503,0.834171,0.997894
0.0100503,0.839196,0.998131
0.0100503,0.844221,0.998342
0.0100503,0.849246,0.998528
0.0100503,0.854271,0.998694
0.0100503,0.859296,0.998841
0.0100503,0.864322,0.998972
0.0100503,0.869347,0.999088
0.0100503,0.874372,0.99919
0.0100503,0.879397,0.999282
0.0100503,0.884422,0.999363
0.0100503,0.889447,0.999434
0.0100503,0.894472,0.999498
0.0100503,0.899497,0.999555
0.0100503,0.904523,0.999605
0.0100503,0.909548,0.999649
0.0100503,0.914573,0.999689
0.0100503,0.919598,0.999724
0.0100503,0.924623,0.999755
0.0100503,0.929648,0.999783
0.0100503,0.934673,0.999807
0.0100503,0.939698,0.999829
0.0100503,0.944724,0.999848
0.0100503,0.949749,0.999865
0.0100503,0.954774,0.999881
0.0100503,0.959799,0.999894
0.0100503,0.964824,0.999906
0.0100503,0.969849,0.999917
0.0100503,0.974874,0.999926
0.0100503,0.979899,0.999934
0.0100503,0.984925,0.999942
0.0100503,0.98995,0.999948
0.0100503,0.994975,0.999942
0.0100503,1,0.999935
0.0150754,0,1.62785e-06
0.0150754,0.00502513,1.6652e-06
0.0150754,0.0100503,1.70341e-06
0.0150754,0.0150754,1.81195e-06
0.0150754,0.0201005,2.04224e-06
0.0150754,0.0251256,2.30179e-06
0.0150754,0.0301508,2.59434e-06
0.0150754,0.0351759,2.92406e-06
0.0150754,0.040201,3.29569e-06
0.0150754,0.0452261,3.71454e-06
0.0150754,0.0502513,4.18664e-06
0.0150754,0.0552764,4.71873e-06
0.0150754,0.0603015,5.31844e-06
0.0150754,0.0653266,5.99438e-06
0.0150754,0.0703518,6.75622e-06
0.0150754,0.0753769,7.61488e-06
0.0150754,0.080402,8.58268e-06
0.0150754,0.0854271,9.67347e-06
0.0150754,0.0904523,1.09029e-05
0.0150754,0.0954774,1.22886e-05
0.0150754,0.100503,1.38503e-05
0.0150754,0.105528,1.56106e-05
0.0150754,0.110553,1.75946e-05
0.0150754,0.115578,1.98307e-05
0.0150754,0.120603,2.2351e-05
0.0150754,0.125628,2.51915e-05
0.0150754,0.130653,2.83931e-05
0.0150754,0.135678,3.20016e-05
0.0150754,0.140704,3.60686e-05
0.0150754,0.145729,4.06526e-05
0.0150754,0.150754,4.5819e-05
0.0150754,0.155779,5.1642e-05
0.0150754,0.160804,5.8205e-05
0.0150754,0.165829,6.56019e-05
0.0150754,0.170854,7.39389e-05
0.0150754,0.175879,8.33353e-05
0.0150754,0.180905,9.39256e-05
0.0150754,0.18593,0.000105862
0.0150754,0.190955,0.000119314
0.0150754,0.19598,0.000134476
0.0150754,0.201005,0.000151565
0.0150754,0.20603,0.000170825
0.0150754,0.211055,0.000192531
0.0150754,0.21608,0.000216995
0.0150754,0.221106,0.000244567
0.0150754,0.226131,0.000275641
0.0150754,0.231156,0.000310663
0.0150754,0.236181,0.000350132
0.0150754,0.241206,0.000394614
0.0150754,0.246231,0.000444745
0.0150754,0.251256,0.00050124
0.0150754,0.256281,0.000564909
0.0150754,0.261307,0.000636659
0.0150754,0.266332,0.000717516
0.0150754,0.271357,0.000808634
0.0150754,0.276382,0.000911313
0.0150754,0.281407,0.00102702
0.0150754,0.286432,0.00115739
0.0150754,0.291457,0.0013043
0.0150754,0.296482,0.00146982
0.0150754,0.301508,0.00165632
0.0150754,0.306533,0.00186643
0.0150754,0.311558,0.00210314
0.0150754,0.316583,0.0023698
0.0150754,0.321608,0.00267019
0.0150754,0.326633,0.00300853
0.0150754,0.331658,0.00338959
0.0150754,0.336683,0.00381875
0.0150754,0.341709,0.00430199
0.0150754,0.346734,0.0048461
0.0150754,0.351759,0.00545865
0.0150754,0.356784,0.00614814
0.0150754,0.361809,0.00692412
0.0150754,0.366834,0.00779726
0.0150754,0.371859,0.00877954
0.0150754,0.376884,0.00988434
0.0150754,0.38191,0.0111266
0.0150754,0.386935,0.012523
0.0150754,0.39196,0.0140922
0.0150754,0.396985,0.0158548
0.0150754,0.40201,0.0178339
0.0150754,0.407035,0.020055
0.0150754,0.41206,0.0225464
0.0150754,0.417085,0.0253393
0.0150754,0.422111,0.0284681
0.0150754,0.427136,0.0319705
0.0150754,0.432161,0.0358879
0.0150754,0.437186,0.0402654
0.0150754,0.442211,0.0451518
0.0150754,0.447236,0.0505999
0.0150754,0.452261,0.0566664
0.0150754,0.457286,0.0634117
0.0150754,0.462312,0.0708995
0.0150754,0.467337,0.0791967
0.0150754,0.472362,0.0883726
0.0150754,0.477387,0.0984979
0.0150754,0.482412,0.109644
0.0150754,0.487437,0.12188
0.0150754,0.492462,0.135275
0.0150754,0.497487,0.149891
0.0150754,0.502513,0.165783
0.0150754,0.507538,0.182997
0.0150754,0.512563,0.201566
0.0150754,0.517588,0.22151
0.0150754,0.522613,0.242826
0.0150754,0.527638,0.265494
0.0150754,0.532663,0.289469
0.0150754,0.537688,0.314682
0.0150754,0.542714,0.341036
0.0150754,0.547739,0.368411
0.0150754,0.552764,0.396661
0.0150754,0.557789,0.425618
0.0150754,0.562814,0.455093
0.0150754,0.567839,0.484887
0.0150754,0.572864,0.514789
0.0150754,0.577889,0.544585
0.0150754,0.582915,0.574065
0.0150754,0.58794,0.603028
0.0150754,0.592965,0.631287
0.0150754,0.59799,0.658672
0.0150754,0.603015,0.685039
0.0150754,0.60804,0.710264
0.0150754,0.613065,0.734253
0.0150754,0.61809,0.756936
0.0150754,0.623116,0.778267
0.0150754,0.628141,0.798225
0.0150754,0.633166,0.816809
0.0150754,0.638191,0.834038
0.0150754,0.643216,0.849944
0.0150754,0.648241,0.864573
0.0150754,0.653266,0.877981
0.0150754,0.658291,0.89023
0.0150754,0.663317,0.901387
0.0150754,0.668342,0.911523
0.0150754,0.673367,0.920709
0.0150754,0.678392,0.929015
0.0150754,0.683417,0.936511
0.0150754,0.688442,0.943264
0.0150754,0.693467,0.949338
0.0150754,0.698492,0.954792
0.0150754,0.703518,0.959684
0.0150754,0.708543,0.964067
0.0150754,0.713568,0.967989
0.0150754,0.718593,0.971496
0.0150754,0.723618,0.974629
0.0150754,0.728643,0.977425
0.0150754,0.733668,0.979919
0.0150754,0.738693,0.982143
0.0150754,0.743719,0.984125
0.0150754,0.748744,0.98589
0.0150754,0.753769,0.987461
0.0150754,0.758794,0.988859
0.0150754,0.763819,0.990103
0.0150754,0.768844,0.991209
0.0150754,0.773869,0.992193
0.0150754,0.778894,0.993067
0.0150754,0.78392,0.993844
0.0150754,0.788945,0.994534
0.0150754,0.79397,0.995148
0.0150754,0.798995,0.995692
0.0150754,0.80402,0.996176
0.0150754,0.809045,0.996606
0.0150754,0.81407,0.996988
0.0150754,0.819095,0.997326
0.0150754,0.824121,0.997627
0.0150754,0.829146,0.997894
0.0150754,0.834171,0.998131
0.0150754,0.839196,0.998342
0.0150754,0.844221,0.998528
0.0150754,0.849246,0.998694
0.0150754,0.854271,0.998841
0.0150754,0.859296,0.998972
0.0150754,0.864322,0.999088
0.0150754,0.869347,0.99919
0.0150754,0.874372,0.999282
0.0150754,0.879397,0.999363
0.0150754,0.884422,0.999434
0.0150754,0.889447,0.999498
0.0150754,0.894472,0.999555
0.0150754,0.899497,0.999605
0.0150754,0.904523,0.999649
0.0150754,0.909548,0.999689
0.0150754,0.914573,0.999724
0.0150754,0.919598,0.999755
0.0150754,0.924623,0.999783
0.0150754,0.929648,0.999807
0.0150754,0.934673,0.999829
0.0150754,0.939698,0.999848
0.0150754,0.944724,0.999865
0.0150754,0.949749,0.999881
0.0150754,0.954774,0.999894
0.0150754,0.959799,0.999906
0.0150754,0.964824,0.999917
0.0150754,0.969849,0.999926
0.0150754,0.974874,0.999934
0.0150754,0.979899,0.999942
0.0150754,0.984925,0.999948
0.0150754,0.98995,0.999942
0.0150754,0.994975,0.999935
0.0150754,1,0.999926
0.0201005,0,1.72881e-06
0.0201005,0.00502513,1.76848e-06
0.0201005,0.0100503,1.81195e-06
0.0201005,0.0150754,2.04224e-06
0.0201005,0.0201005,2.30179e-06
0.0201005,0.0251256,2.59434e-06
0.0201005,0.0301508,2.92406e-06
0.0201005,0.0351759,3.29569e-06
0.0201005,0.040201,3.71454e-06
0.0201005,0.0452261,4.18664e-06
0.0201005,0.0502513,4.71873e-06
0.0201005,0.0552764,5.31844e-06
0.0201005,0.0603015,5.99438e-06
0.0201005,0.0653266,6.75622e-06
0.0201005,0.0703518,7.61488e-06
0.0201005,0.0753769,8.58268e-06
0.0201005,0.080402,9.67347e-06
0.0201005,0.0854271,1.09029e-05
0.0201005,0.0904523,1.22886e-05
0.0201005,0.0954774,1.38503e-05
0.0201005,0.100503,1.56106e-05
0.0201005,0.105528,1.75946e-05
0.0201005,0.110553,1.98307e-05
0.0201005,0.115578,2.2351e-05
0.0201005,0.120603,2.51915e-05
0.0201005,0.125628,2.83931e-05
0.0201005,0.130653,3.20016e-05
0.0201005,0.135678,3.60686e-05
0.0201005,0.140704,4.06526e-05
0.0201005,0.145729,4.5819e-05
0.0201005,0.150754,5.1642e-05
0.0201005,0.155779,5.8205e-05
0.0201005,0.160804,6.56019e-05
0.0201005,0.165829,7.39389e-05
0.0201005,0.170854,8.33353e-05
0.0201005,0.175879,9.39256e-05
0.0201005,0.180905,0.000105862
0.0201005,0.18593,0.000119314
0.0201005,0.190955,0.000134476
0.0201005,0.19598,0.000151565
0.0201005,0.201005,0.000170825
0.0201005,0.20603,0.000192531
0.0201005,0.211055,0.000216995
0.0201005,0.21608,0.000244567
0.0201005,0.221106,0.000275641
0.0201005,0.226131,0.000310663
0.0201005,0.231156,0.000350132
0.0201005,0.236181,0.000394614
0.0201005,0.241206,0.000444745
0.0201005,0.246231,0.00050124
0.0201005,0.251256,0.000564909
0.0201005,0.256281,0.000636659
0.0201005,0.261307,0.000717516
0.0201005,0.266332,0.000808634
0.0201005,0.271357,0.000911313
0.0201005,0.276382,0.00102702
0.0201005,0.281407,0.00115739
0.0201005,0.286432,0.0013043
0.0201005,0.291457,0.00146982
0.0201005,0.296482,0.00165632
0.0201005,0.301508,0.00186643
0.0201005,0.306533,0.00210314
0.0201005,0.311558,0.0023698
0.0201005,0.316583,0.00267019
0.0201005,0.321608,0.00300853
0.0201005,0.326633,0.0033896
0.0201005,0.331658,0.00381875
0.0201005,0.336683,0.00430199
