x,y,prob
0.00502513,0.236181,0.667405
0.00502513,0.241206,0.667405
0.00502513,0.246231,0.667405
0.00502513,0.251256,0.667405
0.00502513,0.256281,0.667405
0.00502513,0.261307,0.667405
0.00502513,0.266332,0.667405
0.00502513,0.271357,0.667405
0.00502513,0.276382,0.667405
0.00502513,0.281407,0.667405
0.00502513,0.286432,0.667405
0.00502513,0.291457,0.667405
0.00502513,0.296482,0.667405
0.00502513,0.301508,0.667405
0.00502513,0.306533,0.667405
0.00502513,0.311558,0.667405
0.00502513,0.316583,0.667405
0.00502513,0.321608,0.667405
0.00502513,0.326633,0.667405
0.00502513,0.331658,0.667405
0.00502513,0.336683,0.667405
0.00502513,0.341709,0.667405
0.00502513,0.346734,0.667405
0.00502513,0.351759,0.667405
0.00502513,0.356784,0.667405
0.00502513,0.361809,0.667405
0.00502513,0.366834,0.667405
0.00502513,0.371859,0.667405
0.00502513,0.376884,0.667405
0.00502513,0.38191,0.667405
0.00502513,0.386935,0.667405
0.00502513,0.39196,0.667405
0.00502513,0.396985,0.667405
0.00502513,0.40201,0.667405
0.00502513,0.407035,0.667405
0.00502513,0.41206,0.667405
0.00502513,0.417085,0.667405
0.00502513,0.422111,0.667405
0.00502513,0.427136,0.667405
0.00502513,0.432161,0.667405
0.00502513,0.437186,0.667405
0.00502513,0.442211,0.667405
0.00502513,0.447236,0.667405
0.00502513,0.452261,0.667405
0.00502513,0.457286,0.667405
0.00502513,0.462312,0.667405
0.00502513,0.467337,0.667405
0.00502513,0.472362,0.667405
0.00502513,0.477387,0.667405
0.00502513,0.482412,0.667405
0.00502513,0.487437,0.667405
0.00502513,0.492462,0.667405
0.00502513,0.497487,0.667405
0.00502513,0.502513,0.667405
0.00502513,0.507538,0.667405
0.00502513,0.512563,0.667405
0.00502513,0.517588,0.667405
0.00502513,0.522613,0.667405
0.00502513,0.527638,0.667405
0.00502513,0.532663,0.667405
0.00502513,0.537688,0.667405
0.00502513,0.542714,0.667405
0.00502513,0.547739,0.667405
0.00502513,0.552764,0.667405
0.00502513,0.557789,0.667405
0.00502513,0.562814,0.667405
0.00502513,0.567839,0.667405
0.00502513,0.572864,0.667405
0.00502513,0.577889,0.667405
0.00502513,0.582915,0.667405
0.00502513,0.58794,0.667405
0.00502513,0.592965,0.667405
0.00502513,0.59799,0.667405
0.00502513,0.603015,0.667405
0.00502513,0.60804,0.667405
0.00502513,0.613065,0.667405
0.00502513,0.61809,0.667405
0.00502513,0.623116,0.667405
0.00502513,0.628141,0.667405
0.00502513,0.633166,0.667405
0.00502513,0.638191,0.667405
0.00502513,0.643216,0.667405
0.00502513,0.648241,0.667405
0.00502513,0.653266,0.667405
0.00502513,0.658291,0.667405
0.00502513,0.663317,0.667405
0.00502513,0.668342,0.667405
0.00502513,0.673367,0.667405
0.00502513,0.678392,0.667405
0.00502513,0.683417,0.667405
0.00502513,0.688442,0.667405
0.00502513,0.693467,0.667405
0.00502513,0.698492,0.667405
0.00502513,0.703518,0.667405
0.00502513,0.708543,0.667405
0.00502513,0.713568,0.667405
0.00502513,0.718593,0.667405
0.00502513,0.723618,0.667405
0.00502513,0.728643,0.667405
0.00502513,0.733668,0.667405
0.00502513,0.738693,0.667405
0.00502513,0.743719,0.667405
0.00502513,0.748744,0.667405
0.00502513,0.753769,0.667405
0.00502513,0.758794,0.667405
0.00502513,0.763819,0.667405
0.00502513,0.768844,0.667405
0.00502513,0.773869,0.667405
0.00502513,0.778894,0.667405
0.00502513,0.78392,0.667405
0.00502513,0.788945,0.667405
0.00502513,0.79397,0.667405
0.00502513,0.798995,0.667405
0.00502513,0.80402,0.667405
0.00502513,0.809045,0.667405
0.00502513,0.81407,0.667405
0.00502513,0.819095,0.667405
0.00502513,0.824121,0.667405
0.00502513,0.829146,0.667405
0.00502513,0.834171,0.667405
0.00502513,0.839196,0.667405
0.00502513,0.844221,0.667405
0.00502513,0.849246,0.667405
0.00502513,0.854271,0.667405
0.00502513,0.859296,0.667405
0.00502513,0.864322,0.667405
0.00502513,0.869347,0.667405
0.00502513,0.874372,0.667405
0.00502513,0.879397,0.667405
0.00502513,0.884422,0.667405
0.00502513,0.889447,0.667405
0.00502513,0.894472,0.667405
0.00502513,0.899497,0.667405
0.00502513,0.904523,0.667405
0.00502513,0.909548,0.667405
0.00502513,0.914573,0.667405
0.00502513,0.919598,0.667405
0.00502513,0.924623,0.667405
0.00502513,0.929648,0.667405
0.00502513,0.934673,0.667405
0.00502513,0.939698,0.667405
0.00502513,0.944724,0.667405
0.00502513,0.949749,0.667405
0.00502513,0.954774,0.667405
0.00502513,0.959799,0.667405
0.00502513,0.964824,0.667405
0.00502513,0.969849,0.667405
0.00502513,0.974874,0.667405
0.00502513,0.979899,0.667405
0.00502513,0.984925,0.667405
0.00502513,0.98995,0.667405
0.00502513,0.994975,0.667405
0.00502513,1,0.667405
0.0100503,0,0.667405
0.0100503,0.00502513,0.667405
0.0100503,0.0100503,0.667405
0.0100503,0.0150754,0.667405
0.0100503,0.0201005,0.667405
0.0100503,0.0251256,0.667405
0.0100503,0.0301508,0.667405
0.0100503,0.0351759,0.667405
0.0100503,0.040201,0.667405
0.0100503,0.0452261,0.667405
0.0100503,0.0502513,0.667405
0.0100503,0.0552764,0.667405
0.0100503,0.0603015,0.667405
0.0100503,0.0653266,0.667405
0.0100503,0.0703518,0.667405
0.0100503,0.0753769,0.667405
0.0100503,0.080402,0.667405
0.0100503,0.0854271,0.667405
0.0100503,0.0904523,0.667405
0.0100503,0.0954774,0.667405
0.0100503,0.100503,0.667405
0.0100503,0.105528,0.667405
0.0100503,0.110553,0.667405
0.0100503,0.115578,0.667405
0.0100503,0.120603,0.667405
0.0100503,0.125628,0.667405
0.0100503,0.130653,0.667405
0.0100503,0.135678,0.667405
0.0100503,0.140704,0.667405
0.0100503,0.145729,0.667405
0.0100503,0.150754,0.667405
0.0100503,0.155779,0.667405
0.0100503,0.160804,0.667405
0.0100503,0.165829,0.667405
0.0100503,0.170854,0.667405
0.0100503,0.175879,0.667405
0.0100503,0.180905,0.667405
0.0100503,0.18593,0.667405
0.0100503,0.190955,0.667405
0.0100503,0.19598,0.667405
0.0100503,0.201005,0.667405
0.0100503,0.20603,0.667405
0.0100503,0.211055,0.667405
0.0100503,0.21608,0.667405
0.0100503,0.221106,0.667405
0.0100503,0.226131,0.667405
0.0100503,0.231156,0.667405
0.0100503,0.236181,0.667405
0.0100503,0.241206,0.667405
0.0100503,0.246231,0.667405
0.0100503,0.251256,0.667405
0.0100503,0.256281,0.667405
0.0100503,0.261307,0.667405
0.0100503,0.266332,0.667405
0.0100503,0.271357,0.667405
0.0100503,0.276382,0.667405
0.0100503,0.281407,0.667405
0.0100503,0.286432,0.667405
0.0100503,0.291457,0.667405
0.0100503,0.296482,0.667405
0.0100503,0.301508,0.667405
0.0100503,0.306533,0.667405
0.0100503,0.311558,0.667405
0.0100503,0.316583,0.667405
0.0100503,0.321608,0.667405
0.0100503,0.326633,0.667405
0.0100503,0.331658,0.667405
0.0100503,0.336683,0.667405
0.0100503,0.341709,0.667405
0.0100503,0.346734,0.667405
0.0100503,0.351759,0.667405
0.0100503,0.356784,0.667405
0.0100503,0.361809,0.667405
0.0100503,0.366834,0.667405
0.0100503,0.371859,0.667405
0.0100503,0.376884,0.667405
0.0100503,0.38191,0.667405
0.0100503,0.386935,0.667405
0.0100503,0.39196,0.667405
0.0100503,0.396985,0.667405
0.0100503,0.40201,0.667405
0.0100503,0.407035,0.667405
0.0100503,0.41206,0.667405
0.0100503,0.417085,0.667405
0.0100503,0.422111,0.667405
0.0100503,0.427136,0.667405
0.0100503,0.432161,0.667405
0.0100503,0.437186,0.667405
0.0100503,0.442211,0.667405
0.0100503,0.447236,0.667405
0.0100503,0.452261,0.667405
0.0100503,0.457286,0.667405
0.0100503,0.462312,0.667405
0.0100503,0.467337,0.667405
0.0100503,0.472362,0.667405
0.0100503,0.477387,0.667405
0.0100503,0.482412,0.667405
0.0100503,0.487437,0.667405
0.0100503,0.492462,0.667405
0.0100503,0.497487,0.667405
0.0100503,0.502513,0.667405
0.0100503,0.507538,0.667405
0.0100503,0.512563,0.667405
0.0100503,0.517588,0.667405
0.0100503,0.522613,0.667405
0.0100503,0.527638,0.667405
0.0100503,0.532663,0.667405
0.0100503,0.537688,0.667405
0.0100503,0.542714,0.667405
0.0100503,0.547739,0.667405
0.0100503,0.552764,0.667405
0.0100503,0.557789,0.667405
0.0100503,0.562814,0.667405
0.0100503,0.567839,0.667405
0.0100503,0.572864,0.667405
0.0100503,0.577889,0.667405
0.0100503,0.582915,0.667405
0.0100503,0.58794,0.667405
0.0100503,0.592965,0.667405
0.0100503,0.59799,0.667405
0.0100503,0.603015,0.667405
0.0100503,0.60804,0.667405
0.0100503,0.613065,0.667405
0.0100503,0.61809,0.667405
0.0100503,0.623116,0.667405
0.0100503,0.628141,0.667405
0.0100503,0.633166,0.667405
0.0100503,0.638191,0.667405
0.0100503,0.643216,0.667405
0.0100503,0.648241,0.667405
0.0100503,0.653266,0.667405
0.0100503,0.658291,0.667405
0.0100503,0.663317,0.667405
0.0100503,0.668342,0.667405
0.0100503,0.673367,0.667405
0.0100503,0.678392,0.667405
0.0100503,0.683417,0.667405
0.0100503,0.688442,0.667405
0.0100503,0.693467,0.667405
0.0100503,0.698492,0.667405
0.0100503,0.703518,0.667405
0.0100503,0.708543,0.667405
0.0100503,0.713568,0.667405
0.0100503,0.718593,0.667405
0.0100503,0.723618,0.667405
0.0100503,0.728643,0.667405
0.0100503,0.733668,0.667405
0.0100503,0.738693,0.667405
0.0100503,0.743719,0.667405
0.0100503,0.748744,0.667405
0.0100503,0.753769,0.667405
0.0100503,0.758794,0.667405
0.0100503,0.763819,0.667405
0.0100503,0.768844,0.667405
0.0100503,0.773869,0.667405
0.0100503,0.778894,0.667405
0.0100503,0.78392,0.667405
0.0100503,0.788945,0.667405
0.0100503,0.79397,0.667405
0.0100503,0.798995,0.667405
0.0100503,0.80402,0.667405
0.0100503,0.809045,0.667405
0.0100503,0.81407,0.667405
0.0100503,0.819095,0.667405
0.0100503,0.824121,0.667405
0.0100503,0.829146,0.667405
0.0100503,0.834171,0.667405
0.0100503,0.839196,0.667405
0.0100503,0.844221,0.667405
0.0100503,0.849246,0.667405
0.0100503,0.854271,0.667405
0.0100503,0.859296,0.667405
0.0100503,0.864322,0.667405
0.0100503,0.869347,0.667405
0.0100503,0.874372,0.667405
0.0100503,0.879397,0.667405
0.0100503,0.884422,0.667405
0.0100503,0.889447,0.667405
0.0100503,0.894472,0.667405
0.0100503,0.899497,0.667405
0.0100503,0.904523,0.667405
0.0100503,0.909548,0.667405
0.0100503,0.914573,0.667405
0.0100503,0.919598,0.667405
0.0100503,0.924623,0.667405
0.0100503,0.929648,0.667405
0.0100503,0.934673,0.667405
0.0100503,0.939698,0.667405
0.0100503,0.944724,0.667405
0.0100503,0.949749,0.667405
0.0100503,0.954774,0.667405
0.0100503,0.959799,0.667405
0.0100503,0.964824,0.667405
0.0100503,0.969849,0.667405
0.0100503,0.974874,0.667405
0.0100503,0.979899,0.667405
0.0100503,0.984925,0.667405
0.0100503,0.98995,0.667405
0.0100503,0.994975,0.667405
0.0100503,1,0.66089
0.0150754,0,0.667405
0.0150754,0.00502513,0.667405
0.0150754,0.0100503,0.667405
0.0150754,0.0150754,0.667405
0.0150754,0.0201005,0.667405
0.0150754,0.0251256,0.667405
0.0150754,0.0301508,0.667405
0.0150754,0.0351759,0.667405
0.0150754,0.040201,0.667405
0.0150754,0.0452261,0.667405
0.0150754,0.0502513,0.667405
0.0150754,0.0552764,0.667405
0.0150754,0.0603015,0.667405
0.0150754,0.0653266,0.667405
0.0150754,0.0703518,0.667405
0.0150754,0.0753769,0.667405
0.0150754,0.080402,0.667405
0.0150754,0.0854271,0.667405
0.0150754,0.0904523,0.667405
0.0150754,0.0954774,0.667405
0.0150754,0.100503,0.667405
0.0150754,0.105528,0.667405
0.0150754,0.110553,0.667405
0.0150754,0.115578,0.667405
0.0150754,0.120603,0.667405
0.0150754,0.125628,0.667405
0.0150754,0.130653,0.667405
0.0150754,0.135678,0.667405
0.0150754,0.140704,0.667405
0.0150754,0.145729,0.667405
0.0150754,0.150754,0.667405
0.0150754,0.155779,0.667405
0.0150754,0.160804,0.667405
0.0150754,0.165829,0.667405
0.0150754,0.170854,0.667405
0.0150754,0.175879,0.667405
0.0150754,0.180905,0.667405
0.0150754,0.18593,0.667405
0.0150754,0.190955,0.667405
0.0150754,0.19598,0.667405
0.0150754,0.201005,0.667405
0.0150754,0.20603,0.667405
0.0150754,0.211055,0.667405
0.0150754,0.21608,0.667405
0.0150754,0.221106,0.667405
0.0150754,0.226131,0.667405
0.0150754,0.231156,0.667405
0.0150754,0.236181,0.667405
0.0150754,0.241206,0.667405
0.0150754,0.246231,0.667405
0.0150754,0.251256,0.667405
0.0150754,0.256281,0.667405
0.0150754,0.261307,0.667405
0.0150754,0.266332,0.667405
0.0150754,0.271357,0.667405
0.0150754,0.276382,0.667405
0.0150754,0.281407,0.667405
0.0150754,0.286432,0.667405
0.0150754,0.291457,0.667405
0.0150754,0.296482,0.667405
0.0150754,0.301508,0.667405
0.0150754,0.306533,0.667405
0.0150754,0.311558,0.667405
0.0150754,0.316583,0.667405
0.0150754,0.321608,0.667405
0.0150754,0.326633,0.667405
0.0150754,0.331658,0.667405
0.0150754,0.336683,0.667405
0.0150754,0.341709,0.667405
0.0150754,0.346734,0.667405
0.0150754,0.351759,0.667405
0.0150754,0.356784,0.667405
0.0150754,0.361809,0.667405
0.0150754,0.366834,0.667405
0.0150754,0.371859,0.667405
0.0150754,0.376884,0.667405
0.0150754,0.38191,0.667405
0.0150754,0.386935,0.667405
0.0150754,0.39196,0.667405
0.0150754,0.396985,0.667405
0.0150754,0.40201,0.667405
0.0150754,0.407035,0.667405
0.0150754,0.41206,0.667405
0.0150754,0.417085,0.667405
0.0150754,0.422111,0.667405
0.0150754,0.427136,0.667405
0.0150754,0.432161,0.667405
0.0150754,0.437186,0.667405
0.0150754,0.442211,0.667405
0.0150754,0.447236,0.667405
0.0150754,0.452261,0.667405
0.0150754,0.457286,0.667405
0.0150754,0.462312,0.667405
0.0150754,0.467337,0.667405
0.0150754,0.472362,0.667405
0.0150754,0.477387,0.667405
0.0150754,0.482412,0.667405
0.0150754,0.487437,0.667405
0.0150754,0.492462,0.667405
0.0150754,0.497487,0.667405
0.0150754,0.502513,0.667405
0.0150754,0.507538,0.667405
0.0150754,0.512563,0.667405
0.0150754,0.517588,0.667405
0.0150754,0.522613,0.667405
0.0150754,0.527638,0.667405
0.0150754,0.532663,0.667405
0.0150754,0.537688,0.667405
0.0150754,0.542714,0.667405
0.0150754,0.547739,0.667405
0.0150754,0.552764,0.667405
0.0150754,0.557789,0.667405
0.0150754,0.562814,0.667405
0.0150754,0.567839,0.667405
0.0150754,0.572864,0.667405
0.0150754,0.577889,0.667405
0.0150754,0.582915,0.667405
0.0150754,0.58794,0.667405
0.0150754,0.592965,0.667405
0.0150754,0.59799,0.667405
0.0150754,0.603015,0.667405
0.0150754,0.60804,0.667405
0.0150754,0.613065,0.667405
0.0150754,0.61809,0.667405
0.0150754,0.623116,0.667405
0.0150754,0.628141,0.667405
0.0150754,0.633166,0.667405
0.0150754,0.638191,0.667405
0.0150754,0.643216,0.667405
0.0150754,0.648241,0.667405
0.0150754,0.653266,0.667405
0.0150754,0.658291,0.667405
0.0150754,0.663317,0.667405
0.0150754,0.668342,0.667405
0.0150754,0.673367,0.667405
0.0150754,0.678392,0.667405
0.0150754,0.683417,0.667405
0.0150754,0.688442,0.667405
0.0150754,0.693467,0.667405
0.0150754,0.698492,0.667405
0.0150754,0.703518,0.667405
0.0150754,0.708543,0.667405
0.0150754,0.713568,0.667405
0.0150754,0.718593,0.667405
0.0150754,0.723618,0.667405
0.0150754,0.728643,0.667405
0.0150754,0.733668,0.667405
0.0150754,0.738693,0.667405
0.0150754,0.743719,0.667405
0.0150754,0.748744,0.667405
0.0150754,0.753769,0.667405
0.0150754,0.758794,0.667405
0.0150754,0.763819,0.667405
0.0150754,0.768844,0.667405
0.0150754,0.773869,0.667405
0.0150754,0.778894,0.667405
0.0150754,0.78392,0.667405
0.0150754,0.788945,0.667405
0.0150754,0.79397,0.667405
0.0150754,0.798995,0.667405
0.0150754,0.80402,0.667405
0.0150754,0.809045,0.667405
0.0150754,0.81407,0.667405
0.0150754,0.819095,0.667405
0.0150754,0.824121,0.667405
0.0150754,0.829146,0.667405
0.0150754,0.834171,0.667405
0.0150754,0.839196,0.667405
0.0150754,0.844221,0.667405
0.0150754,0.849246,0.667405
0.0150754,0.854271,0.667405
0.0150754,0.859296,0.667405
0.0150754,0.864322,0.667405
0.0150754,0.869347,0.667405
0.0150754,0.874372,0.667405
0.0150754,0.879397,0.667405
0.0150754,0.884422,0.667405
0.0150754,0.889447,0.667405
0.0150754,0.894472,0.667405
0.0150754,0.899497,0.667405
0.0150754,0.904523,0.667405
0.0150754,0.909548,0.667405
0.0150754,0.914573,0.667405
0.0150754,0.919598,0.667405
0.0150754,0.924623,0.667405
0.0150754,0.929648,0.667405
0.0150754,0.934673,0.667405
0.0150754,0.939698,0.667405
0.0150754,0.944724,0.667405
0.0150754,0.949749,0.667405
0.0150754,0.954774,0.667405
0.0150754,0.959799,0.667405
0.0150754,0.964824,0.667405
0.0150754,0.969849,0.667405
0.0150754,0.974874,0.667405
0.0150754,0.979899,0.667405
0.0150754,0.984925,0.667405
0.0150754,0.98995,0.667405
0.0150754,0.994975,0.660819
0.0150754,1,0.646581
0.0201005,0,0.667405
0.0201005,0.00502513,0.667405
0.0201005,0.0100503,0.667405
0.0201005,0.0150754,0.667405
0.0201005,0.0201005,0.667405
0.0201005,0.0251256,0.667405
0.0201005,0.0301508,0.667405
0.0201005,0.0351759,0.667405
0.0201005,0.040201,0.667405
0.0201005,0.0452261,0.667405
0.0201005,0.0502513,0.667405
0.0201005,0.0552764,0.667405
0.0201005,0.0603015,0.667405
0.0201005,0.0653266,0.667405
0.0201005,0.0703518,0.667405
0.0201005,0.0753769,0.667405
0.0201005,0.080402,0.667405
0.0201005,0.0854271,0.667405
0.0201005,0.0904523,0.667405
0.0201005,0.0954774,0.667405
0.0201005,0.100503,0.667405
0.0201005,0.105528,0.667405
0.0201005,0.110553,0.667405
0.0201005,0.115578,0.667405
0.0201005,0.120603,0.667405
0.0201005,0.125628,0.667405
0.0201005,0.130653,0.667405
0.0201005,0.135678,0.667405
0.0201005,0.140704,0.667405
0.0201005,0.145729,0.667405
0.0201005,0.150754,0.667405
0.0201005,0.155779,0.667405
0.0201005,0.160804,0.667405
0.0201005,0.165829,0.667405
0.0201005,0.170854,0.667405
0.0201005,0.175879,0.667405
0.0201005,0.180905,0.667405
0.0201005,0.18593,0.667405
0.0201005,0.190955,0.667405
0.0201005,0.19598,0.667405
0.0201005,0.201005,0.667405
0.0201005,0.20603,0.667405
0.0201005,0.211055,0.667405
0.0201005,0.21608,0.667405
0.0201005,0.221106,0.667405
0.0201005,0.226131,0.667405
0.0201005,0.231156,0.667405
0.0201005,0.236181,0.667405
0.0201005,0.241206,0.667405
0.0201005,0.246231,0.667405
0.0201005,0.251256,0.667405
0.0201005,0.256281,0.667405
0.0201005,0.261307,0.667405
0.0201005,0.266332,0.667405
0.0201005,0.271357,0.667405
0.0201005,0.276382,0.667405
0.0201005,0.281407,0.667405
0.0201005,0.286432,0.667405
0.0201005,0.291457,0.667405
0.0201005,0.296482,0.667405
0.0201005,0.301508,0.667405
0.0201005,0.306533,0.667405
0.0201005,0.311558,0.667405
0.0201005,0.316583,0.667405
0.0201005,0.321608,0.667405
0.0201005,0.326633,0.667405
0.0201005,0.331658,0.667405
0.0201005,0.336683,0.667405
0.0201005,0.341709,0.667405
0.0201005,0.346734,0.667405
0.0201005,0.351759,0.667405
0.0201005,0.356784,0.667405
0.0201005,0.361809,0.667405
0.0201005,0.366834,0.667405
0.0201005,0.371859,0.667405
0.0201005,0.376884,0.667405
0.0201005,0.38191,0.667405
0.0201005,0.386935,0.667405
0.0201005,0.39196,0.667405
0.0201005,0.396985,0.667405
0.0201005,0.40201,0.667405
0.0201005,0.407035,0.667405
0.0201005,0.41206,0.667405
0.0201005,0.417085,0.667405
0.0201005,0.422111,0.667405
0.0201005,0.427136,0.667405
0.0201005,0.432161,0.667405
0.0201005,0.437186,0.667405
0.0201005,0.442211,0.667405
0.0201005,0.447236,0.667405
0.0201005,0.452261,0.667405
0.0201005,0.457286,0.667405
0.0201005,0.462312,0.667405
0.0201005,0.467337,0.667405
0.0201005,0.472362,0.667405
0.0201005,0.477387,0.667405
0.0201005,0.482412,0.667405
0.0201005,0.487437,0.667405
0.0201005,0.492462,0.667405
0.0201005,0.497487,0.667405
0.0201005,0.502513,0.667405
0.0201005,0.507538,0.667405
0.0201005,0.512563,0.667405
0.0201005,0.517588,0.667405
0.0201005,0.522613,0.667405
0.0201005,0.527638,0.667405
0.0201005,0.532663,0.667405
0.0201005,0.537688,0.667405
0.0201005,0.542714,0.667405
0.0201005,0.547739,0.667405
0.0201005,0.552764,0.667405
0.0201005,0.557789,0.667405
0.0201005,0.562814,0.667405
0.0201005,0.567839,0.667405
0.0201005,0.572864,0.667405
0.0201005,0.577889,0.667405
0.0201005,0.582915,0.667405
0.0201005,0.58794,0.667405
0.0201005,0.592965,0.667405
0.0201005,0.59799,0.667405
